Tipo de Produto;Localidade;Quant 2013;Quant 2014;Quant 2015;Valor prod 2013;Valor prod 2014;Valor prod 2015
Tilapia;ES;6289149;7640003;6506752;25181;38659;34487
Tilapia;RJ;887350;998330;1003057;5649;7050;7366
Tilapia;SP;24329347;24854040;29001813;100564;108064;141727
Tilapia;PR;44747940;51082709;63065594;169547;207551;295639
Tilapia;SC;16472078;23177222;25099479;56433;92384;121611
Tilapia;RS;2329862;2538072;2802640;14569;16993;22575
Tilapia;MS;2793927;2122142;4772689;11943;7734;21864
Tilapia;MT;559470;3466953;1871186;3480;15944;10563
Tilapia;GO;7371028;7368350;8655295;33907;35928;46057
Tilapia;DF;800000;2520000;2486744;4000;11340;10444
Trairas;RO;0;0;0;0;0;0
Trairas;AC;4680;23239;2244;16;117;10
Trairas;AM;0;0;0;0;0;0
Trairas;RR;0;0;0;0;0;0
Trairas;PA;930;2997;2840;4;11;15
Trairas;AP;0;0;0;0;0;0
Trairas;TO;8148;9274;9433;45;56;61
Trairas;MA;0;0;100;0;0;1
Trairas;PI;0;3852;2950;0;27;21
Trairas;CE;900;600;0;3;4;0
Trairas;RN;9334;9936;8816;55;96;56
Trairas;PB;0;0;0;0;0;0
Trairas;PE;16480;25000;25000;82;275;275
Trairas;AL;10800;31500;12500;52;155;63
Trairas;SE;0;0;0;0;0;0
Trairas;BA;890;5820;64250;5;52;541
Trairas;MG;26500;26337;9353;319;321;89
Trairas;ES;4000;4300;3585;34;43;53
Trairas;RJ;7170;7862;15080;46;60;177
Trairas;SP;28030;30000;29732;414;235;338
Trairas;PR;635917;373237;388444;2547;1619;1870
Trairas;SC;41953;228273;243568;220;1637;1801
Trairas;RS;320180;316806;305528;2452;2647;2934
Trairas;MS;0;0;60;0;0;1
Trairas;MT;0;278;85;0;2;1
Trairas;GO;39580;25000;5600;317;210;56
Trairas;DF;0;0;0;0;0;0
Truta;RO;0;0;0;0;0;0
Truta;AC;0;0;0;0;0;0
Truta;AM;0;0;0;0;0;0
Truta;RR;0;0;0;0;0;0
Truta;PA;0;0;0;0;0;0
Truta;AP;0;0;0;0;0;0
Truta;TO;0;0;0;0;0;0
Truta;MA;0;0;0;0;0;0
Truta;PI;0;0;0;0;0;0
Truta;CE;0;0;0;0;0;0
Truta;RN;0;0;0;0;0;0
Truta;PB;0;0;0;0;0;0
Truta;PE;0;0;0;0;0;0
Truta;AL;0;0;0;0;0;0
Truta;SE;0;0;0;0;0;0
Truta;BA;0;0;0;0;0;0
Truta;MG;503116;669430;769780;6948;9313;13873
Truta;ES;40000;13200;4800;760;290;106
Truta;RJ;62700;56830;81050;890;862;1393
Truta;SP;0;4000;4200;0;48;63
Truta;PR;100;2120;130;0;11;1
Truta;SC;347100;953746;725750;2021;11356;7776
Truta;RS;4000;4280;4300;21;24;23
Truta;MS;0;0;0;0;0;0
Truta;MT;0;0;0;0;0;0
Truta;GO;0;0;0;0;0;0
Truta;DF;0;0;0;0;0;0
Tucunare;RO;12000;0;0;48;0;0
Tucunare;AC;0;0;0;0;0;0
Tucunare;AM;0;0;15000;0;0;45
Tucunare;RR;0;0;0;0;0;0
Tucunare;PA;6350;6250;8710;52;72;106
Tucunare;AP;0;0;0;0;0;0
Tucunare;TO;2058;2400;2500;12;26;30
Tucunare;MA;0;500;500;0;2;3
Tucunare;PI;0;0;0;0;0;0
Tucunare;CE;0;0;0;0;0;0
Tucunare;RN;3206;3758;3911;20;26;30
Tucunare;PB;10500;9550;8480;89;80;68
Tucunare;PE;0;0;0;0;0;0
Tucunare;AL;0;0;0;0;0;0
Tucunare;SE;0;0;200;0;0;1
Tucunare;BA;0;0;12000;0;0;96
Tucunare;MG;13000;850;0;114;9;0
Tucunare;ES;0;1175;1261;0;19;18
Tucunare;RJ;8200;8700;8200;50;59;61
Tucunare;SP;1000;1000;0;10;10;0
Tucunare;PR;0;0;300;0;0;2
Tucunare;SC;0;0;0;0;0;0
Tucunare;RS;0;0;0;0;0;0
Tucunare;MS;0;0;0;0;0;0
Tucunare;MT;10120;3918;2703;101;28;17
Tucunare;GO;80833;25800;4200;839;309;52
Tucunare;DF;0;0;0;0;0;0
